University Name,University ID,Database Name,Vendor Name,Subject Area,Product Description,Source URL
University of Cambridge,U0005,Diario de Pernambuco,,,"The Diario de Pernambuco is acknowledged as the oldest newspaper in circulation in Latin America (see : Larousse cultural ; p. 263). The issues from 1825-1923 offer insights into early Brazilian commerce, social affairs, politics, family life, slavery, and such. Published in the port of Recife, the Diario contains numerous announcements of maritime movements, crop production, legal affairs, and cultural matters. The 19th century includes reporting on the rise of Brazilian nationalism as the Empire gave way to the earliest expressions of the Brazilian republic. The 1910s and 1920s are years of economic and artistic change, with surging exports of sugar and coffee pushing revenues and allowing for rapid expansions of infrastructure, popular expression, and national politics.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Diccionario etnolingüístico y guía bibliográfica de los pueblos indígenas sudamericanos,,,Ethnolinguistic dictionary and bibliographjic guide of South American Indigenous Peoples,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Dictionary of Irish Biography,,,"The online equivalent to the 9 v. print edition, this is the most authoritative and comprehensive reference work on Ireland.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Dictionary of medical biography v.1,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Dictionary of medical biography v.2,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Dictionary of medical biography v.3,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Dictionary of medical biography v.4,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Dictionary of Medical Biography v.5,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Dictionary of Medieval Latin from British Sources,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Dictionary of Old English A to G online,,,The Dictionary of Old English defines the vocabulary of the first centuries (600-1150 A.D.) of the English language. This online version offers advanced searching features as well as a link to the online version of the Oxford English dictionary.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Dictionary of Old English Web Corpus,,,"An online database consisting of at least one copy of every surviving Old English text. In some cases, more than one copy is included, if it is significant because of dialect or date. As such, the DOE Web Corpus represents over three million words of Old English and fewer than a million words of Latin, or almost five times the collected works of Shakespeare.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Dictionnaires des XVIe et XVIIe siècles,,,16th and 17th c dictionaries. Also accesible via Classiques Garnier Numerique,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Digimap,,,"Digimap is a collection of EDINA services that deliver maps and map data of Great Britain to UK tertiary education. Data is available either to download to use with appropriate application software such as GIS or CAD, or as maps generated by Digimap online",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Digital Archive of Latin American and Caribbean Ephemera,,,The Digital Archive of Latin American and Caribbean Ephemera is a steadily growing repository containing a previously unavailable subset of Princeton’s Latin American Ephemera Collection as well as newly acquired materials being digitised and added on an ongoing basis.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Digital Dictionary of Buddhism,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Digital Image Archive of Medieval Music (DIAMM),,,"Archive of digital images of European sources of medieval polyphonic music, captured directly from the original document. Sources archived include all the currently known fragmentary sources of polyphony up to 1550 in the UK; all the ‘complete’ manuscripts in the UK; a small number of important representative manuscripts from continental Europe; a significant portion of fragments from 1300-1450 from Belgium, France, Italy, Switzerland and Spain.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Digital Karl Barth Library,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Digital Library of the Caribbean,,,"The Digital Library of the Caribbean (dLOC) is a cooperative digital library for resources from and about the Caribbean and circum-Caribbean. dLOC provides access to digitized versions of Caribbean cultural, historical and research materials currently held in archives, libraries, and private collections.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Digital Library of the Commons,,,"A gateway to the international literature on the commons. The DLC provides free and open access to full-text articles, papers, and dissertations. This site contains an author-submission portal; an Image Database; the Comprehensive Bibliography of the Commons; a Keyword Thesaurus, and links to relevant reference sources on the study of the commons.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Digital National Security Archive,,,"Founded in 1985 by a group of journalists and scholars who had obtained documentation from the U.S. government under the Freedom of Information Act and sought a centralized repository for these materials. The Archive has become the world's largest non-governmental library of declassified documents. Currently contains 22 core collections of declassified documents, previously published on microfiche, which have been digitized and made available online. These collections provide more than 43,000 of the most important declassified documents that led to key policy decisions in the post-World War II era. The collections are fully indexed and cross-referenced with complete chronologies of events, comprehensive glossaries and detailed biographies of the actors in these events.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Digital Temple : a documentary edition of George Herbert's English verse,,,"Offers diplomatic and modern-spelling transcriptions of Williams MS. Jones B62, Bodleian MS. Tanner 307, and The Temple: Sacred Poems and Private Ejaculations, first edition (STC 13183, Folger Shakespeare Library copy). These may be viewed, alongside digital images of the sources, either as discrete witnesses in their entirety, or as individual poems in parallel display, the latter with a full set of critical annotations and textual notes.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Digital Theatre Plus,,,"Captures the moments before the curtain rises and after the curtain falls, providing valuable insight into the play making process. We share the hidden drama of the weeks, days, and hours before ‘lights up’ on stage. By revealing the world of the rehearsal room, dressing room, backstage and beyond, our documentaries and interviews introduce theatre as a vibrant, exciting art form through a familiar and accessible medium.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Digitala Vetenskapliga Arkivet (DiVA),,,Sweden's most used system for registration and dissemination of scholarly publication data. Multi-disciplinary (check the box marked 'Only documents with full text in DiVA' to access material),https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Digitale Bibliothek voor de Nederlandse letteren (DBNL),,,"Collection of texts on Dutch literature, linguistics and cultural history.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Digitaler Dissertationen in Deutschland (Dissonline),,,"A gateway to online dissertation sites of many German universities. Searches electronic university publications held by the Deutsche Nationalbibliothek, including dissertations and ""Habilitationen"".",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Digitalia Film Library,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Digitalia Hispánica,,,"Access to 25,000+ e-books and 3,600+ e-journals in Spanish from Spain and Spanish-speaking countries.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,DigiZeitschriften,,,Full text database giving access to the archives of 700 German academic journals,https://libguides.cam.ac.uk/az/databases
